utmx,utmy,X,Y,Rate_per_100000,PopulationDensity,PopulationFemale,Beer,NoHealthInsurance,DrinkingPlaces,Cases,Neighbor_Disadvantage
4176180.249,4314491.752,-84.969623,32.480453,699.2,123243.4936,2703.26,154.171214,729.88,244.062692,1120,33.026442
4227788.293,4497828.717,-83.869408,33.613691,429.8,9742.0865,676.08,18.598467,169.69,38.839333,395,1.693182
4261936.947,4548493.052,-83.391821,33.858036,72.4,1606.07448,306.46,12.859612,41.97,58.286446,24,-3.739031
4299938.649,4580070.701,-82.95428,33.953992,138.7,175.73247,201.3,8.648935,50.54,10.29956,18,0.533253
4125527.886,4494098.66,-84.744537,33.908161,160.7,15335.10203,969.92,44.805573,219.55,99.167016,223,-4.631945
4287922.791,4364632.882,-83.86182,32.495698,572,1139.98543,305.72,8.990031,83.06,10.768799,135,3.352769
4115879.284,4576166.38,-84.515379,34.518365,99.3,939.59647,303.2,10.658889,62.81,19.87986,28,-0.803554
4529281.9,4309728.331,-82.106129,31.3754,142.9,241.63575,194.25,8.903059,64.97,17.102235,23,0.554465
4194702.003,4419110.983,-84.438663,33.164295,87.3,337.50012,203.66,16.22804,50.22,15.89442,14,-0.465068
4061460.325,4479308.935,-85.345863,34.001733,208.7,1100.08063,355.01,9.729052,109.22,15.00175,73,1.513833
4340023.549,4342264.441,-83.514513,32.180282,235,152.85967,171.48,11.354743,47.71,3.489272,23,0.563883
4287020.376,4483684.969,-83.430186,33.328136,163,358.71214,253.89,11.857178,71.98,18.436409,31,-1.133757
4196646.087,4655525.827,-83.520491,34.813371,144.9,231.4093,250.55,4.210819,91.54,21.064203,22,-0.14109
4239880.158,4244992.047,-84.681649,31.798877,722.9,31.998639,105.07,2.85777,26.83,2.8809,42,1.362937
4426784.887,4569125.811,-81.957697,33.465915,886.6,87090.5066,2437.62,63.348958,689.18,193.381726,1496,32.521902
4215749.523,4485420.064,-84.016724,33.564745,545.3,15841.9982,787.34,21.154163,210.54,54.940315,412,1.549181
4257721.937,4309472.464,-84.308535,32.200534,158.6,62.5926,100.3,4.702926,29.83,3.777985,7,0.423689
4495285.38,4518426.337,-81.601903,32.899219,397,130.13822,255.8,2.392501,67.98,7.828233,47,1.105162
4270258.366,4134429.701,-84.806061,30.927856,346.5,190.42493,157.78,8.936341,48.01,20.704933,24,1.26561
4218268.147,4437261.143,-84.174813,33.219149,392.3,7578.96968,615.22,41.443379,177.36,28.367176,218,3.311296
4225764.014,4641185.103,-83.332457,34.618423,229.2,1463.62901,271.59,13.422742,70.42,18.428212,50,1.431391
4224012.927,4278942.032,-84.695331,32.085984,1177.8,28.01463,76.03,3.001001,32.49,1.403984,72,1.213241
4274380.404,4287067.221,-84.249919,31.992979,536.4,3015.81437,368.53,18.617702,92.23,9.96421,132,2.94023
4213728.413,4361674.616,-84.48789,32.701207,420.6,49.00194,154.58,3.299791,44.56,8.134907,23,0.834809
4480078.11,4413010.74,-82.121889,32.23241,424.8,276.73705,223.64,3.220336,72.68,7.177542,92,0.477017
4243837.085,4346730.725,-84.290981,32.504556,475.9,74.15708,155.88,8.075404,51.8,3.874506,33,1.544944
4420841.067,4333869.982,-82.887829,31.8744,590.5,131.22507,140.9,2.894373,32.11,1.937251,83,0.376254
4279158.541,4245488.98,-84.355617,31.686259,657,183.942358,211.07,11.512652,62.27,9.690139,47,2.324995
4349773.77,4172232.969,-84.028928,30.963908,469.1,3781.38833,580.23,26.578607,170.09,35.99633,173,3.239512
4381611.79,4253797.811,-83.48947,31.439084,533.1,4128.52836,464.05,10.999971,155.38,55.754277,178,-0.04982
4455461.722,4395359.936,-82.384811,32.189247,403,1131.21589,316.85,10.656933,108.03,18.325693,88,3.115519
4171728.662,4652363.526,-83.743559,34.872842,64.2,248.10437,158.69,6.840325,35.61,8.843591,7,-0.782486
4422085.922,4406616.798,-82.612531,32.370932,436.3,45.96472,48.62,0.669555,15.31,1.448257,25,0.595038
4141294.434,4376946.321,-85.040605,33.028956,303.6,8074.51146,727.47,40.575696,160.71,49.693605,176,4.286103
4344113.377,4278910.903,-83.70647,31.726576,708.7,58.71454,103.71,1.185323,28.59,5.693525,46,0.666052
4325323.752,4395608.576,-83.441433,32.596382,227,46.16312,101.7,3.086434,18.88,4.233751,16,1.324764
4154151.924,4644303.964,-83.924418,34.873824,154.5,538.62338,308.85,5.673644,75.13,14.002244,34,-1.964112
4208267.224,4388024.776,-84.438397,32.90361,317,1471.62966,360.13,4.431885,81.34,11.027118,70,0.992001
4017545.359,4579451.969,-85.347261,34.853083,197.6,5974.28466,653.2,13.194916,159.56,47.60646,117,0.369021
4215460.836,4519063.839,-83.892219,33.801118,315.3,6574.16714,769.26,43.769843,170.75,67.885365,249,-1.717471
4510928.846,4279443.333,-82.360108,31.224913,590.8,7208.93094,462.8,17.447724,141.18,19.644644,174,2.996065
4352467.197,4528696.909,-82.720059,33.430554,445.1,44.28888,106.78,0.756749,25.9,2.181943,20,1.334885
4388343.691,4469460.031,-82.652052,32.908862,267.8,234.664379,247.54,8.970303,54.09,4.59525,46,1.744663
4518677.275,4354718.931,-82.02779,31.714561,373.9,1314.07823,299.94,14.364281,89.31,16.872657,93,0.373423
4430315.126,4373259.055,-82.668503,32.11618,418,56.96976,74.55,1.148816,40.38,2.092083,29,0.869017
4177154.361,4623703.751,-83.810681,34.655136,79.3,717.43245,252.63,9.238768,56.93,21.855469,21,-1.606053
4057901.699,4582596.14,-84.987039,34.747966,176.4,14995.77055,854.37,18.678234,287.47,41.886176,151,4.326912
4372545.187,4325065.694,-83.31095,31.96145,658.5,92.31365,180.86,1.789839,68.57,5.449075,49,0.951972
4342112.567,4560484.541,-82.682509,33.682436,263.9,85.36627,204.78,3.124357,62.15,15.67722,22,0.052567
4337019.283,4438786.834,-83.186223,32.859375,159.2,79.61452,154.76,5.205759,31.27,5.597027,12,0.612687
4342608.524,4229461.183,-83.891261,31.385674,369.5,239.16514,255,10.388561,95.98,9.534024,63,1.29661
1043560.855,4819670.933,-116.295789,43.33301,39.3,190130.3732,2949.95,92.762746,511.22,516.877362,159,-24.476483
1361905.168,4804407.563,-112.446333,42.903045,29.3,44215.42558,1102.07,14.512133,215.15,130.542424,21,-0.320519
1474543.993,4746346.297,-111.192643,42.257015,0,12.37162,101.46,0.889731,11.34,3.187579,0,-0.949042
1336162.269,4841260.308,-112.701386,43.258067,30,1097.023656,398.18,3.445378,91.02,24.465053,11,-0.014356
1220024.38,4865200.241,-114.082055,43.590593,35.5,75.043878,190.51,3.720297,48.41,44.34769,7,-2.111201
1002802.818,5357191.249,-116.235812,48.168492,35.4,3331.538004,445.17,9.8474,96.57,58.266543,14,-2.783806
1387248.703,4874191.274,-112.030107,43.49119,16.1,45703.92377,1051.11,19.884345,181.81,83.247512,15,-6.691974
1009231.924,4853339.7,-116.685152,43.658336,33.1,65761.18549,1465.35,26.970233,430.36,124.862534,61,5.813694
1412274.822,4788747.3,-111.865817,42.706552,0,10.056661,96.63,0.632894,15.96,6.707499,0,-0.843841
1063663.714,5196348.262,-115.628184,46.68261,76.2,58.338134,90.31,0.424407,23.23,2.713262,6,-0.616952
1080596.721,4793764.335,-115.869518,43.073931,45.2,399.149389,237.12,3.208465,62.1,29.425513,10,-0.775371
1417075.466,4968658.655,-111.507059,44.289165,0,120.943699,146.92,2.414841,28.97,12.044723,0,-0.895974
1031040.364,4903693.168,-116.366454,44.093462,32.7,846.779451,150.76,5.172431,50.35,11.051938,5,-0.062858
1174810.001,4767586.378,-114.754786,42.763027,56.6,60.06454,97.44,0.983877,32.22,7.755359,7,-0.067996
1226048.941,4762760.759,-114.14192,42.673504,26.1,4479.289845,250.61,2.430389,97,12.762064,5,0.749954
986017.335,5294495.034,-116.530589,47.621065,30.2,39801.57533,1264.27,38.234496,246.48,264.630902,42,-8.350394
972335.1586,5218727.253,-116.791712,46.953444,37.2,1283.63106,341.27,4.317947,47.51,45.471201,13,-3.043047
975070.7194,5126276.697,-116.850441,46.124353,23.3,13379.97059,456.19,7.261978,89.66,82.557387,8,-1.590096
1019515.868,5284813.617,-116.099342,47.508649,45.6,93.626592,150.66,3.396696,43.37,24.86903,5,0.843615
1200517.716,4747013.262,-114.469287,42.556853,20,18273.87814,709.21,11.018458,170.18,84.655018,14,-3.116764
1096634.651,4979369.252,-115.46694,44.7186,0,23.130053,145.27,5.912723,32.77,17.90409,0,-1.648408
972744.7197,4936473.248,-117.060986,44.426915,0,36.211182,153.8,1.36015,46.04,15.067256,0,-0.312825
3219444.214,4931404.017,-91.385655,39.941739,76.7,36307.78481,917.56,23.196259,95.53,186.372946,42,-3.335548
3551870.064,4674644.375,-89.171197,36.988689,306.9,36.03363,105.68,2.568053,17.17,4.748987,15,1.030003
3428160.317,4882006.71,-89.538264,38.9239,97.8,1154.49491,197.95,5.059896,24.78,28.021575,14,-1.296923
3324520.142,5280492.506,-88.850468,42.244078,47.2,10302.7264,352.33,7.838703,46.43,60.78087,21,-0.207454
3273688.794,4955714.17,-90.750229,39.961493,119.5,8.019825,50.58,12.618334,5.79,14.910804,7,-0.547229
3339450.654,5170288.576,-89.195936,41.371139,68.1,1971.65643,507.66,15.451377,46.64,78.631246,19,-2.571665
3242488.232,5207151.748,-90.005863,41.967974,48.4,799.01186,298.78,11.870087,35.61,35.215052,6,-2.014789
3486664.992,5065630.926,-88.212131,40.10474,209.4,231925.7725,2143.69,56.209031,184.6,245.629696,379,-3.981996
3447143.008,4951302.117,-89.074506,39.383256,97,7815.58291,497.8,15.272504,44.17,70.892742,27,-3.387691
3570865.988,4998897.215,-87.694088,39.334188,77,484.71482,201.71,5.736632,17.4,9.01791,10,-1.097521
3534713.608,4893124.87,-88.476551,38.67039,54.4,422.14974,196.45,9.731058,26.3,12.01877,6,-0.205748
3466652.432,4845574.8,-89.314555,38.530417,100.6,723.7101,385.63,18.778493,31.69,116.827389,32,-3.673564
3504416.111,4987444.559,-88.374644,39.467577,97,13769.3138,618.87,13.672088,71.87,123.900612,43,0.209888
3428487.754,5299647.417,-87.728134,42.027956,593.4,17892264.49,67172.65,2732.554503,11369.78,10840.00866,25778,375.144212
3583791.893,4958951.997,-87.740775,38.997992,174.8,2367.39326,294.55,23.999781,37.1,28.717439,28,-0.195497
3539518.611,4974345.244,-88.095093,39.256216,66.5,94.03167,147.39,4.024318,16.38,18.873106,6,-1.237632
3346909.112,5249086.044,-88.769716,41.934209,85.4,33019.19087,1062.5,38.39253,114.81,163.594474,76,-2.618995
3501147.574,5034588.601,-88.20621,39.827311,31.1,1406.83648,253.44,4.517287,64.85,38.864759,5,-0.772223
3403505.345,5274602.396,-88.091069,41.930012,98.2,842776.5545,10933.85,409.349153,1113.44,1444.956737,763,-103.339814
3556713.136,5021459.322,-87.732004,39.546876,60.9,671.1949,253.96,9.945812,25.23,13.612922,9,-0.860765
3504002.719,4944606.129,-88.557128,39.151075,35.4,1659.23852,403.66,15.384128,38.3,63.743903,10,-3.885778
3479360.643,4928113.04,-88.860435,39.107333,93.3,1719.76445,336.46,14.348616,56.17,31.087196,17,2.360838
3453074.05,5146481.601,-88.183974,40.814705,73.2,1464.24566,248.65,12.795715,27.94,43.614696,8,-1.153752
3528609.629,4797547.752,-88.91655,37.97842,89.1,4430.79681,608.75,24.551827,75.38,53.081105,29,2.574435
3303280.358,5065181.815,-90.007137,40.698775,148.6,6429.96511,583.16,7.285739,77.04,140.881265,44,-1.293306
3604975.508,4791140.883,-88.226356,37.691987,119.8,31.3498,102.59,4.71979,6.03,6.021893,5,0.20548
3322513.71,4894384.822,-90.514049,39.344592,45.5,1131.320029,250.15,3.778482,29.65,29.66565,5,-1.42681
3425786.517,5182311.468,-88.290985,41.171726,30.8,4894.51301,491.04,34.868041,38.56,107.76038,13,-4.417499
3555825.889,4824967.029,-88.551903,38.097404,0,309.56349,150.74,2.799374,16,6.138626,0,-1.11663
3283917.844,5128447.568,-89.931164,41.238755,45.9,5529.49626,603.71,12.633969,56.15,69.38401,19,-4.393732
3475465.266,5130668.109,-88.036505,40.622603,65.1,1007.06501,459.22,15.121687,52.34,69.727246,15,-2.205993
3488450.857,4747762.976,-89.488993,37.729334,101.4,15931.61558,709.42,21.625372,98.21,68.077366,50,4.570921
3510062.26,4837595.555,-88.933509,38.335128,129.8,7360.50897,546.13,30.270568,68.64,42.204214,41,2.975732
3356001.572,4861102.75,-90.31865,38.989315,43,467.65787,252.09,9.518171,23.27,73.805119,8,-2.719824
3186213.463,5241476.281,-90.427422,42.412152,32.4,309.95664,298.83,17.74127,29.54,46.324754,6,-2.84394
3569567.956,4736923.433,-88.768486,37.399695,194.6,94.48124,163.25,4.999838,11.68,12.712461,21,-0.444293
3378061.287,5278586.489,-88.324859,42.046982,90.4,336761.9959,4048.75,131.973742,723.77,506.29974,398,-5.20631
3461205.463,5200425.771,-87.863454,41.185147,171.2,41577.16032,1478.59,50.072348,166.38,202.044592,158,1.752367
3392720.812,5239089.393,-88.360356,41.704336,41.4,23186.8353,504.11,23.033857,48.99,62.950012,43,-3.342832
3262554.534,5082058.287,-90.341886,40.956556,173.7,15300.21307,801.9,21.472746,79.63,99.856407,74,-0.220025
3400967.994,5304864.817,-87.975773,42.162056,142.5,439198.6084,7605.6,331.49141,1029.51,1121.586259,831,-37.917324
3382143.605,5154779.661,-88.841841,41.113583,74.6,29243.07808,1404.18,57.298836,124.1,225.339707,69,-2.584165
3599344.62,4917224.888,-87.768507,38.640324,44.3,1831.83274,241.68,19.627951,38.71,16.429056,6,-0.238282
3330853.248,5208537.768,-89.112126,41.685775,75,3739.73155,432.57,29.158702,33.03,82.19275,22,-3.077992
3412760.17,5139042.312,-88.610295,40.894535,179,4037.45504,493,13.248373,52.67,102.640475,54,-2.025024
3370057.743,5032235.046,-89.48705,40.236475,185.9,3842.7702,405.86,5.885747,35,48.078889,46,-2.517996
3258058.682,5017373.005,-90.655321,40.479483,76.4,8095.356375,505.4,13.596148,44.97,60.088035,20,0.050268
3368487.068,5291237.772,-88.361705,42.173566,51.8,99194.6489,2609.25,113.068797,278.79,428.790661,134,-23.364422
3401559.927,5078250.763,-88.983639,40.478781,135.6,123530.5709,2099.73,88.217156,176.28,360.325638,197,-13.110629
3433146.597,5009386.587,-88.968358,39.862027,177.5,60767.55825,1785.57,69.25122,171.88,258.913066,155,11.294161
3401834.71,4882789.29,-89.788906,39.011815,75.2,4412.16878,656.25,12.658437,56.75,118.534555,29,-2.468119
3398401.514,4852975.085,-89.940141,38.797562,94.6,96150.9133,3142.11,119.4459,314.5,679.556069,211,-3.292615
3509023.373,4866194.288,-88.829014,38.551665,51.6,8035.06359,606.86,53.650094,79.19,87.331642,16,2.57987
3353720.712,5019407.981,-89.700864,40.192387,61.1,1593.95513,304.95,4.808149,23.65,51.341664,7,-0.935521
3360367.498,5002667.82,-89.705218,40.045184,134.9,240.1626,153.66,2.563837,8.56,34.800145,14,-1.21409
3216955.052,5094185.612,-90.748827,41.193591,60.4,273.56954,200.37,3.598624,12.05,28.317996,8,-1.638768
3389285.888,4801040.1,-90.230398,38.432703,23.9,1922.77768,302.53,13.370372,14.97,122.312644,7,-4.043382
3437051.34,4934850.725,-89.239146,39.292306,135.3,2812.10917,394.33,14.346536,29.51,71.377711,33,-1.743094
3330704.909,4949293.887,-90.214327,39.735713,78.6,10802.11338,500.67,32.773443,36.24,114.352282,23,-1.554104
3320679.937,5233100.728,-89.103813,41.903418,63.1,1797.3695,553.38,19.246096,51.46,82.943573,27,-2.675101
3340842.829,5083081.752,-89.559547,40.712683,240.1,121442.9247,2474.62,53.976553,296.79,394.217833,356,18.898183
3494958.047,4789675.083,-89.265309,38.023789,137.8,1741.84317,282.6,7.589121,21.86,32.090471,25,0.556507
3469326.434,5031201.34,-88.526641,39.906709,36,321.78152,203.25,5.928939,17.28,40.531156,5,-1.859389
3539068.223,4700621.224,-89.192622,37.221898,309.7,55.28892,101.29,4.408486,10.73,8.984108,14,1.057435
3343045.267,5156703.893,-89.219878,41.257591,0,85.91238,96.45,4.159881,5.14,30.126542,0,-1.091381
3454190.562,4764954.738,-89.748003,37.962952,142.1,1155.22555,419.53,6.171234,46.74,117.259333,39,-1.801572
3224992.406,5139932.684,-90.474091,41.515803,202.5,105890.6995,1978.79,34.383705,218.66,357.679882,241,3.976993
3396746.297,4825515.095,-90.063664,38.595191,329.3,88904.17278,2844.47,101.836724,363.15,466.726289,713,10.149698
3379070.044,4981572.982,-89.60958,39.826993,204.7,112509.4797,2742.55,69.299192,227.25,540.530564,337,3.223275
3318171.492,4924167.088,-90.438231,39.584144,0,39.66313,101.93,6.184542,5.17,29.306595,0,-0.552867
3484398.159,4971463.894,-88.633124,39.413885,32.6,805.6002,304.16,5.416857,22.97,34.784331,6,-2.304965
3256038.692,5254285.308,-89.659366,42.278391,119.3,11258.65492,669.36,14.981124,76.2,99.778536,45,0.242789
3339682.198,5061991.888,-89.660423,40.557862,77.4,39775.26551,1524.49,34.612861,113.69,286.397405,86,-10.845228
3508084.778,4727959.007,-89.379478,37.520907,56.1,854.93933,249.66,2.510379,29.1,17.29356,8,0.671359
3536913.003,5091413.323,-87.617732,40.126984,184,18308.67436,1230.45,35.70615,137.24,172.701316,116,2.400749
3601495.503,4892359.792,-87.850867,38.450323,73.1,1205.16508,203.03,8.143028,31.28,7.473548,7,-1.033951
3473802.479,4835501.743,-89.286279,38.43267,0,322.75985,199.37,20.941641,13.94,57.463438,0,-1.711942
3537889.202,4871164.544,-88.535613,38.497247,58.9,880.47114,252.77,11.365413,38.74,10.926311,8,-1.168466
3416859.026,5228494.625,-88.170483,41.543624,104.9,435225.2613,7598.62,422.937653,867.04,1084.864824,603,-38.911501
3525498.546,4776908.848,-89.026623,37.833978,94.1,12298.67325,755.86,29.606741,81.09,100.114564,53,0.51205
3302102.761,5270223.879,-89.122441,42.243405,138.8,205279.0935,3887.99,123.996988,496.38,627.137561,327,34.200605
3376315.606,5121251.182,-89.045749,40.882752,65.7,1115.54032,450.15,13.572932,38.32,52.028838,21,-4.57801
3735662.047,5267509.725,-84.935663,40.703299,18.2,2396.64753,352.98,23.133614,112.61,33.974419,5,-1.764426
3695700.553,5300868.803,-85.149967,41.08515,177.6,232430.8546,4790.32,422.718307,870.47,644.055861,549,-1.921403
3736256.819,5058452.647,-85.889554,39.20933,90.6,18372.42727,746.3,19.619884,126.06,55.328771,63,-4.071854
3550616.17,5160269.864,-87.180764,40.584586,96.7,66.18498,149.94,8.202186,28.6,12.371966,7,-1.072762
3712531.362,5230599.107,-85.325865,40.524256,80.2,3020.98894,201.9,4.831385,21.88,6.083924,8,-0.4805
3663878.635,5125932.914,-86.262008,39.944887,104.7,7864.69672,505.92,17.439654,52.82,59.244304,58,-6.401541
3706677.141,5059224.166,-86.159913,39.316399,105.3,262.44901,203.7,5.729477,36.28,15.971463,14,-1.540436
3618945.884,5179672.131,-86.441935,40.489238,81.7,1221.50606,347.69,10.010215,56.69,43.556601,14,-3.659399
3602478.376,5220066.084,-86.41268,40.83897,75.9,15331.42328,546.54,23.306249,102.2,29.130189,24,-1.893433
3800036.97,4963193.306,-85.720316,38.308251,241,47681.01079,1338.06,64.297398,194.16,134.764159,239,-5.96373
3613032.586,5044433.244,-87.100192,39.527068,95.3,1828.81789,303.19,18.756573,24.17,24.372642,21,-2.455216
3624682.754,5155082.035,-86.499455,40.291366,72.2,10719.74119,405.37,16.019943,80.91,31.884566,19,-1.522651
3724989.904,4931720.927,-86.540764,38.333253,66.8,120.49167,147.65,4.850736,19.19,7.004622,6,-0.383346
3647792.499,4952664.557,-87.167275,38.741389,76.1,4889.9402,297.78,8.751158,115.45,25.179681,20,-1.128538
3830449.656,5100472.671,-84.838365,39.181252,40.4,3377.13407,499.25,24.360337,47.57,59.753662,17,-3.732099
3764179.188,5068782.488,-85.586541,39.187035,86.3,4172.61839,301.83,13.128014,38.49,16.094075,19,-2.241252
3685230.107,5351814.829,-85.001698,41.485233,52.6,3105.17904,452.16,29.686444,75.8,32.942934,19,-4.154145
3737843.637,5191497.472,-85.272537,40.155357,142.3,69742.71939,1553.23,77.878507,279.09,124.195855,141,9.870161
3690412.915,4910433.234,-86.94885,38.292949,65.2,2986.94672,350.94,23.331438,34.01,30.120234,23,-2.71725
3606632.308,5335112.081,-85.829497,41.652729,117.7,55956.83794,1829.46,75.520266,533.56,143.630186,195,0.334728
3778857.301,5138006.092,-85.139707,39.629401,81.8,7397.45516,353.79,9.218038,67.17,20.025722,16,1.021307
3791318.041,4959561.452,-85.815262,38.311697,160.4,39320.81986,1027.1,90.902929,111.59,122.99423,106,-3.891949
3571901.578,5092359.465,-87.279902,40.015868,50.3,2717.72388,249.33,11.96178,39.1,22.022203,7,-1.390963
3784894.195,5103925.182,-85.238917,39.365705,31.3,590.74525,254.14,8.544104,26.6,18.560482,6,-1.253409
3622141.937,5256790.034,-86.054476,41.03435,71.9,1827.55789,299.8,6.637154,63.38,13.308297,12,-1.77429
3630315.178,4901672.616,-87.543154,38.425421,71.4,2739.05372,346.28,20.384403,45.93,16.740662,20,-2.484093
3681854.192,5220036.896,-85.66248,40.558241,119.5,15104.9163,826.78,25.878502,140.07,55.214682,67,1.194798
3633691.629,4986638.281,-87.154937,39.036181,73.2,2949.1837,453.61,16.122806,72.83,33.474995,20,-1.849414
3673522.891,5156667.296,-86.032523,40.132804,94.5,74259.6373,2003.3,78.038682,194.8,312.066837,260,-26.539574
3709235.536,5119512.505,-85.867387,39.741252,102.4,9005.25687,504.41,30.85078,66.66,60.075602,67,-5.502085
3758113.418,4952947.796,-86.146755,38.375978,79,618.86482,303.11,22.864066,38.74,37.241386,27,-2.054672
3667160.721,5092204.304,-86.382083,39.689971,117.1,22858.39333,1057.84,35.100849,133,110.316303,165,-10.265977
3741492.386,5161799.003,-85.375674,39.930759,123.6,15161.00128,633.15,19.247186,98.21,30.220177,51,-0.093467
3662410.132,5200797.229,-85.934508,40.489107,179.3,37413.2288,1032.87,76.046749,148.79,62.587159,124,-0.026614
3671962.831,5272011.918,-85.511111,40.965313,97.1,5376.37034,457.44,19.244838,71.77,36.065479,30,-4.427232
3750976.708,5032426.732,-85.868498,38.97193,159,10202.97811,502.36,19.508838,83.52,35.573746,58,-0.925502
3514991.39,5229372.328,-87.209236,41.212188,78.1,1224.09306,398.43,11.218555,57.36,28.666471,22,-2.300308
3745728.458,5234336.93,-84.999154,40.431677,77.7,1780.06471,303.12,18.023059,52.84,10.591952,13,-1.50598
3807028.164,5026335.763,-85.382199,38.735871,115.9,5604.86226,366.19,10.633551,51.07,19.334668,32,-0.520799
3694160.906,5093469.754,-86.124419,39.606181,119.4,39701.0173,1125.97,41.473114,151.46,103.181791,156,-10.027662
3632775.097,4959152.368,-87.280114,38.838389,96.8,16142.85413,492.84,14.163253,78.31,30.06689,30,-1.321643
3627800.419,5287887.703,-85.853769,41.237614,59.1,9748.3229,898.65,36.438164,170.93,71.069669,39,-5.035516
3630440.391,5342509.21,-85.566448,41.619317,39.3,896.59678,343.27,7.883226,221.12,19.276703,12,-0.804296
3489305.869,5251105.303,-87.358171,41.460309,255.6,332606.772,5957.53,310.087672,978.96,594.378598,1039,32.578549
3516141.422,5297601.986,-86.880355,41.705425,191.2,39957.89742,1394.2,61.711312,212.21,153.916177,178,-0.973843
3700711.312,4994002.29,-86.499379,38.865505,82.9,7210.24706,511.58,19.968622,84.08,33.194488,32,-1.551476
3703644.319,5167554.893,-85.701129,40.105343,168.4,53798.33025,1844.36,73.48048,315.57,168.194842,185,5.209103
3682160.847,5123203.065,-86.103163,39.86185,591.4,806545.9908,11589.53,560.12639,2565.52,1168.933735,4664,52.377505
3591732.399,5299465.76,-86.142849,41.450089,47.1,2977.08094,549.58,14.584912,137.63,29.889041,18,-1.893314
3675151.354,4954776.783,-86.903821,38.666197,70.1,321.62061,101.91,4.904202,12.6,2.747969,6,-0.70501
3637179.471,5225801.712,-86.056703,40.758024,151.7,10080.29208,413.62,18.61339,77.33,20.311623,46,-1.125131
3686447.13,5029679.245,-86.477278,39.171937,171,90360.43077,1559.08,70.218329,217.2,218.670364,225,-5.975985
3604941.893,5109243.276,-86.891802,40.026661,99.7,5629.12692,443.09,16.13608,76.05,40.442438,32,-3.359762
3687605.372,5067176.453,-86.302112,39.439067,85.7,12294.38744,656.62,40.187681,94.25,88.215784,51,-2.850927
3522170.059,5181833.241,-87.356729,40.839862,75.5,165.52601,202.35,13.449461,29.19,11.740132,9,-0.372201
3672280.471,5322702.573,-85.265417,41.3257,45.5,6182.45304,496.17,18.787206,89.84,34.445525,18,-2.491873
3707577.406,4963567.452,-86.566221,38.622031,66.8,960.70559,299.29,32.996871,47.97,15.180158,11,-0.402207
3640705.255,5042121.874,-86.850181,39.416958,89.6,375.28105,244.22,9.082672,52.6,13.78236,16,-0.902386
3586070.232,5079098.139,-87.203651,39.871038,139.7,286.87596,203.84,4.4777,53.43,6.460968,20,-0.746231
3724300.681,4881383.391,-86.757585,37.970347,67.5,2004.44928,236.77,6.740521,20.81,59.097906,11,-1.679615
3499202.315,5266187.572,-87.192013,41.536046,107.7,45339.34651,1512.86,64.06465,182.87,189.18018,156,-12.786935
3624138.044,4832834.625,-87.881537,37.939165,69.8,3096.99954,351.44,20.776508,31.73,31.309285,15,-1.948452
3557839.162,5235686.525,-86.767174,41.108744,47.6,302.99265,197.67,8.358321,27.94,11.657152,5,-0.341957
3625159.134,5067932.21,-86.883414,39.657299,151.1,1122.67238,333.79,19.960023,42.42,36.069185,49,-2.710572
3763768.416,5217571.997,-84.910765,40.247922,106.5,1476.75004,405.41,19.194537,76.13,19.792447,22,-0.844435
3810184.058,5067439.587,-85.171352,39.017753,50.4,522.16172,304.11,9.004697,49.31,29.093666,12,-0.944492
3759391.833,5127070.64,-85.368719,39.620046,50,1716.86756,257.66,7.879878,48.71,12.268625,7,-1.036426
3573904.551,5322026.468,-86.20627,41.676563,236.3,192896.1417,3762.37,152.026032,650.66,553.211822,534,2.756385
3785676.223,5004777.15,-85.671297,38.655005,757.3,2205.84804,254.43,19.558945,40.6,11.159512,152,-0.059549
3728920.115,5097797.307,-85.7823,39.517041,79.6,13791.65753,507.81,27.007919,72.81,49.437612,30,-2.254203
3691418.95,4855178.13,-87.16786,37.886701,34.7,303.29421,250.82,6.424795,21.51,15.996161,6,-1.696043
3553638.272,5253658.905,-86.724066,41.253976,56.9,1196.90105,300.61,4.855251,33.62,25.235301,11,-0.494866
3680760.823,5359364.478,-85.006946,41.555232,50.3,1930.94083,442.83,16.756876,65.04,71.194493,15,-5.247408
3607966.6,4997623.027,-87.349465,39.201967,140.4,578.76922,230.94,10.708699,47.61,9.207193,25,-1.352458
3842737.623,5059393.138,-84.911304,38.847158,89.5,122.60737,100.82,2.82499,17.45,5.178643,8,0.482454
3584019.068,5151575.361,-86.900997,40.406407,106,133570.5729,1757.95,51.102134,311.81,341.359773,176,-5.734373
3652860.304,5178514.525,-86.126902,40.36237,46.2,316.08025,199.84,6.463471,29.11,21.91539,6,-1.580469
3794835.281,5152957.368,-84.924499,39.678989,245.5,88.86757,102.37,4.713251,18.23,8.826921,15,-1.198557
3660683.562,4852754.409,-87.461655,37.96835,180.1,136871.799,2480.57,109.755775,419.32,271.326698,276,5.82993
3579855.065,5047017.672,-87.402409,39.657324,45.8,1925.47897,248.66,6.750328,32.08,13.278534,6,-0.950981
3587229.469,5027724.253,-87.415954,39.491378,225.6,52411.3626,1413.42,74.309644,235.06,115.623328,206,9.363056
3654572,5238068.155,-85.835085,40.784482,30.1,5481.19582,409.32,10.67747,64.94,20.180841,8,-1.917131
3666330.824,4859833.5,-87.380498,38.001977,83.5,10831.29862,558.85,18.035019,53.11,60.418096,44,-5.237695
3753638.261,4982396.455,-86.061523,38.603177,101.8,2391.5969,301.64,10.219664,53.19,12.507916,24,0.237281
