UTM_Easting,UTM_Northing,X,Y,Five_ave_crime,PopulationDensity,PopulationFemale,Population65,NoHealthInsurance,X.Black,Neighbor_Disadvantage,X.Immigrants,Beer,MentalHealthPati,NatureParks,Casinos,DrinkingPlaces,ReligiousPlaces
3588209.216,4091372.702,-90.817973,32.476949,4980.284439,5464.68624,528.23,157.36,123.91,507.12,2.197534883,17.852523,34.656751,1.751703,257.791947,145.751092,21.36616,203.811336
3553832.973,4187389.039,-90.831874,33.299338,10098.91486,19839.46753,901.68,259.77,275.72,1283.38,20.16566201,20.1997369,46.855368,10.837411,286.722079,41.351843,16.178412,359.040554
3846000.389,4083167.313,-88.561609,31.735809,0,464.94797,201.7,67.04,36.91,160.31,2.358709138,3.3270389,5.175098,0.528696,16.672748,11.060041,6.856268,38.410721
3706702.059,4286976.276,-89.130935,33.637387,0,496.72576,153.03,51.79,33.46,75.66,2.156104446,1.2177635,3.599103,11.019566,25.69291,4.775148,5.326168,30.587806
3580613.313,3913194.135,-91.410474,31.131867,0,26.12219,91.14,33.88,26.6,140.71,1.538138082,0,0.769496,0.229218,10.02742,2.411284,3.937553,13.140965
3725938.527,4215149.212,-89.195726,33.046456,0,504.30839,256.73,103.55,65.02,232.11,1.798867543,1.4682748,2.870283,3.686447,50.541925,16.332464,9.475436,86.170208
3645142.871,4312198.605,-89.600343,33.997931,0,252.38699,154.7,58.73,38.13,118.56,0.671422975,1.3942615,3.748519,1.943912,19.20384,3.500529,2.677702,56.15218
3631477.088,4159346.018,-90.218532,32.88064,0,3290.452431,264.66,85.01,75.89,355.21,6.083440765,12.3305714,8.829689,1.004728,34.000018,8.180525,7.580081,69.301201
3105384.878,4918767.89,-92.580608,40.185169,3187.535437,14506.55717,362.87,89.97,59.43,19,1.316820008,23.5004817,3.720359,9.205229,109.695343,2.095263,35.465682,105.164712
2926660.317,4832811.081,-94.726341,40.018919,2315.053216,288.56014,198.51,78.54,25.35,4.14,-1.682020691,4.6349922,8.136186,3.387603,149.974078,12.296913,20.131916,86.838691
2860816.206,4860320.025,-95.31155,40.417491,387.3253202,19.0606,100.88,50.65,18.5,0.87,-1.022365544,1.8360207,1.690083,0.413575,19.304958,1.752396,5.25235,36.383922
3238126.31,4855887.312,-91.494059,39.305959,3016.799794,1768.23488,371.08,121.7,74.86,38.74,-1.107095044,11.0743397,5.482704,1.83731,138.690311,1.931266,22.278855,98.900611
3121186.781,4494907.705,-93.926021,36.825293,8433.857887,741.88507,349.87,151.09,96.26,1.46,-0.72711629,31.4394163,6.947796,1.366507,86.389408,13.806654,19.490594,111.900985
3047066.629,4556682.954,-94.454629,37.507621,1341.61485,319.10338,150.67,61.56,35.32,0.82,-0.297410555,2.0847915,7.580073,0.404159,46.639269,6.864482,4.354075,59.489757
3029052.918,4645814.458,-94.336321,38.260423,3581.747913,424.28272,203.56,77.4,37.55,5.82,-1.054666077,4.8191892,4.497566,3.232802,73.653487,4.494898,9.505717,83.580645
3133392.365,4669100.335,-93.216226,38.159419,7680.731658,188.77509,300.48,178.52,74.8,1.33,0.081557877,5.9211605,3.654514,10.572127,81.915193,3.883019,20.635112,54.622717
3461238.39,4663270.479,-90.064697,37.174303,3178.026237,69.77561,151.77,57.65,34.52,1.1,-0.061718574,1.6395674,1.87301,1.521293,27.173305,2.372557,3.058187,25.429167
3180787.222,4788632.534,-92.315646,38.955674,12761.97681,63331.57203,1475.33,340.4,220.73,271.69,-6.937577662,189.5025423,40.958732,29.023936,626.91745,9.896492,222.956246,352.035711
2925345.734,4801164.182,-94.852158,39.771319,7026.048565,55487.69526,1245.13,394.06,272.33,128.34,0.647946673,89.5061393,16.873936,24.8785,798.638425,70.562637,168.710786,435.406089
3467232.848,4594945.046,-90.258076,36.639452,14981.9471,4916.35564,510,175.47,125.81,70.15,4.147709174,11.2320246,12.616282,11.967633,183.445423,6.800372,26.503388,218.829222
2996073.515,4811052.697,-94.092213,39.655046,2170.244576,42.0288,100.17,41.05,17.49,0.94,-0.520536162,1.6634514,2.965095,1.394115,28.333048,2.235374,3.6156,26.79013
3235023.841,4792967.597,-91.763399,38.831226,10139.0293,1713.27316,395.31,130.66,76.16,33.77,-1.726676592,12.6372692,6.741259,5.223145,117.439261,4.453946,29.523042,90.892779
3156673.199,4675543.812,-92.963326,38.14508,12667.02713,2014.75832,514.55,309.4,119.95,7.9,-3.289276386,21.1355169,18.07563,2.657286,174.407472,8.216983,68.452112,122.556573
3481536.34,4717673.94,-89.669083,37.524052,5553.75449,26364.49903,819.28,247.39,145.86,158.15,-2.307091157,57.0489418,23.909677,16.70749,548.372512,43.84182,95.438183,341.591194
3069290.864,4809547.092,-93.354627,39.437731,1351.628521,205.128224,151.77,64.66,33.65,4.85,-0.279995864,4.3877821,3.501087,0.55923,49.659118,2.527094,7.01525,56.398162
3377585.674,4601835.09,-91.081989,36.950902,2998.384066,24.909502,102.41,42.07,30.86,0.17,-0.564910876,0.3174603,1.117762,0.744143,11.11214,0.653377,6.125845,22.409321
3007619.695,4705939.79,-94.345887,38.793457,8106.79094,15713.75165,1015.92,319.68,159.74,66.69,-8.14225218,39.9323616,25.935062,36.666684,1015.960787,33.444488,103.540971,479.619116
3093048.176,4600845.286,-93.850953,37.734046,2488.74499,227.85572,150.25,73.5,44.73,0.18,0.294579221,3.7618512,1.950195,0.828959,35.60099,3.517748,4.861481,49.952256
3096607.52,4819442.659,-93.042956,39.437342,1389.628686,32.730816,150.94,71.2,23.25,7.68,-1.274683343,1.4211463,2.288712,1.439607,33.011797,3.411806,16.36912,22.922819
3169881.889,4534574.897,-93.318549,37.007373,5857.609132,7446.93533,717.23,215.3,117.35,11.38,-5.971893704,28.0673351,27.179084,22.914365,395.943912,28.125543,101.163562,386.161593
3159874.6,4973015.954,-91.818364,40.442134,2312.163945,80.221427,147.25,61.1,42.24,0.95,-1.214813257,3.8457677,0.81381,3.184465,24.70575,4.039672,11.249545,38.700674
2974688.813,4746350.389,-94.539371,39.202503,4938.214864,81665.488,2242,619.65,361.83,289.62,-18.03930973,246.4643993,53.775482,70.466522,2073.496737,147.084064,334.480277,804.56594
2982542.128,4797834.289,-94.277656,39.588211,2169.967301,732.86143,201.61,70.59,29.03,6.82,-1.983153576,6.0169924,6.628328,2.781672,122.742628,8.527506,15.991858,88.819988
3209474.762,4748605.51,-92.179536,38.563013,6258.001664,13164.85447,746.06,239.51,136.06,193.83,-6.068543606,51.5088037,20.119005,24.213834,375.599074,7.475745,87.383006,231.518829
3131815.353,4756742.174,-92.919531,38.848075,2387.440734,1510.38919,232.91,84.83,50.8,31.41,-1.420480758,5.9151767,3.53635,2.590045,102.660136,1.474341,23.670884,78.5605
3294881.21,4728853.869,-91.416415,38.163231,6132.997458,385.94012,303.82,116.11,92.38,2.2,1.400060879,6.3678015,9.133276,2.952728,81.632656,3.732049,10.754381,67.417426
3096748.098,4563049.533,-93.94138,37.426599,2096.29569,32.78697,97.64,45.18,27.68,0.67,0.158345461,3.2947251,1.164473,1.424915,12.655158,3.010526,2.583602,29.823363
3175571.562,4605809.893,-93.020696,37.548731,1698.94421,135.96802,153.61,62.94,49.19,0.29,-0.14572329,4.8644046,6.412232,1.650387,31.128607,2.796684,5.337609,49.176231
2988736.555,4855851.792,-94.004786,40.028641,1239.867797,31.56037,98.87,41.49,34.08,1.41,-0.211598215,1.408412,15.197806,0.795018,25.341307,2.392686,8.644595,38.624077
2966607.196,4833566.685,-94.312608,39.914622,725.2084994,59.61869,81.39,34.69,14.88,13.46,-0.695265503,1.9755747,1.659086,1.201474,25.276181,2.968832,4.138135,20.643875
3308304.874,4665981.554,-91.516199,37.641556,1979.199191,1598.81313,200.45,87.89,57.49,2.2,0.653100319,3.6269745,9.009039,1.61557,45.878799,1.566007,6.899024,28.785048
3227499.507,4545362.173,-92.721633,36.935413,1613.43086,134.658725,150.44,71.32,47.45,0.68,0.291659981,2.4148338,4.310301,3.011935,28.933588,2.859431,5.320045,25.015469
3486122.623,4588464.444,-90.10412,36.535338,4877.911242,2281.58797,467.81,165.03,144.95,61.85,4.715102138,34.6428636,11.168703,9.957823,129.540293,8.2853,17.738528,146.237438
3305208.467,4755261.346,-91.217846,38.335397,8768.50742,4872.48072,850.14,291.55,138.64,11.89,-4.650254554,22.1062801,27.094517,22.626564,426.177737,16.445111,92.891145,280.267707
3266094.035,4778749.481,-91.511576,38.630649,5293.123615,604.94904,248.11,111.02,33.48,3.14,-2.219599654,4.8792175,5.038103,3.540204,55.817523,2.069114,19.132747,41.802817
2936967.723,4861656.316,-94.516238,40.219053,1079.605687,27.45407,103.9,39.2,21.14,1.19,0.086283762,2.0604745,0.722168,0.646198,15.627286,2.85543,5.817998,35.685531
3166214.037,4547195.515,-93.311991,37.116042,28961.85231,155893.3853,3180.76,997.01,733.28,219,-11.030249,196.3098892,96.778846,89.271589,1404.304319,93.167153,382.624698,1638.821086
3029825.381,4883592.556,-93.482061,40.130099,961.2639176,905.751491,203.68,83.67,73.37,1.02,0.082243308,9.6232794,3.00934,6.185607,80.501521,1.525789,5.26605,105.94769
2966178.391,4889871.81,-94.111775,40.360276,1578.601617,423.262928,150.8,67.32,37.17,1.68,0.00840615,4.8619333,1.979046,0.80804,64.563698,3.236357,6.956138,40.70947
3086989.472,4683928.06,-93.625603,38.403534,8656.725852,1601.80764,304.99,128.26,71.84,6.54,-0.786617348,8.4394236,2.304357,4.537646,98.436543,3.352704,9.204846,115.714759
3133619.181,4639693.715,-93.316456,37.928738,3244.173921,101.70568,151.91,100.5,43.47,0.11,-0.024074223,2.2975005,2.062564,1.222973,17.899132,1.937719,9.409862,30.192488
2875770.338,4835172.997,-95.24488,40.17645,3413.16978,35.447276,151.99,74.8,24.83,2.97,-1.157298346,1.8071538,1.333111,0.513908,31.164957,5.092485,16.894445,57.037412
3141323.436,4787621.591,-92.712015,39.061431,2084.603648,83.56481,148.39,55.68,24,17.05,-0.482309561,2.1676185,2.401811,1.176967,36.202775,0.799125,11.251276,31.646924
3311566.342,4550861.111,-91.892325,36.745978,6901.293158,1697.98472,409.43,156.93,110.33,1.74,0.493731718,9.0341477,17.00784,5.387232,77.434205,3.577815,5.940795,125.213967
3397285.68,4667358.949,-90.656851,37.393757,2971.972574,167.78587,202.27,86.97,46.08,4.89,0.944671356,4.2753362,2.349193,2.024427,24.876157,1.931688,3.661251,30.615543
2999172.841,4716353.715,-94.395218,38.898686,14006.37456,611182.4672,9968.81,2795.01,2398.62,5529.3,13.89107237,1255.391494,254.887349,227.869756,8044.419406,382.937665,1302.115934,3488.432177
3057279.534,4504741.935,-94.522937,37.069722,11837.01376,27683.43561,1129.6,337.55,294.86,45.47,-0.760663245,101.6658964,36.694671,32.475943,467.765379,133.275646,66.613448,473.489565
3369343.238,4800163.539,-90.426098,38.486427,51562.67059,40938.90045,2117.48,617.54,345.87,35.87,-8.779387832,81.4992754,52.577041,61.773864,1146.508755,93.616861,302.194126,749.550916
3061735.861,4721449.885,-93.746745,38.767795,5098.215019,6123.22322,431.82,102.87,84.57,40,-3.254032706,25.5565669,4.512735,10.023658,296.075958,7.541498,23.284305,143.883665
3149242.777,4924963.5,-92.113906,40.103244,634.3192028,22.112609,99.64,42.91,41.54,0.91,-0.085984366,1.7303561,3.311937,0.589528,12.523569,0.79225,2.990546,15.259993
3192971.394,4634512.08,-92.750459,37.72436,5819.492074,2729.69174,306.55,102.77,63.73,4.66,0.352495216,6.3064969,13.564987,2.117015,115.863574,6.552521,8.631747,158.312646
3043326.182,4762839.964,-93.785363,39.144118,2938.394869,529.28879,351,130.8,58.19,12.94,-2.471632987,9.3428341,8.250634,5.008503,184.313957,8.424381,24.1538,124.045668
3135899.547,4518678.55,-93.703755,36.973455,5086.70227,2000.4786,355.98,124.8,94.42,3.01,0.220977375,21.5595183,7.27669,4.678489,134.903833,20.066008,11.996051,141.319472
3172877.372,4942437.062,-91.808088,40.167284,1746.430984,115.53505,198.22,74.84,38.16,18.07,-1.359936737,2.8265273,1.178099,2.687724,25.408873,11.094682,12.072995,42.734103
3306483.574,4831545.065,-90.915948,38.914786,3540.351182,1033.58994,352.04,98.16,56.99,13.42,-1.708289237,8.6864979,9.135815,9.675169,132.978901,13.549567,34.880797,109.411681
3093250.144,4855848.621,-92.941651,39.730951,1939.142362,524.383518,257.5,104.38,50.99,2.03,-1.677428759,4.302012,1.252219,1.969313,76.921588,2.753881,14.795665,48.460152
3036528.625,4842316.128,-93.56653,39.787354,1242.631471,3794.49182,273.13,96.28,62.54,13.36,-1.507758086,3.5270038,1.579472,12.267842,133.963391,2.887818,15.67613,102.42581
3084933.48,4458845.751,-94.398102,36.634934,7434.319472,201.35598,195.23,61.1,74.7,7.02,0.039075948,30.8078299,10.771271,1.758076,31.812505,22.539296,6.922672,64.033382
3133893.612,4871711.736,-92.472542,39.736201,2965.039127,395.592968,247.83,107.07,54.81,11.67,-0.976500422,4.5925831,10.626848,3.146668,83.77822,1.993018,15.569742,70.94051
3423269.373,4699395.023,-90.290593,37.560453,1337.280923,403.27872,152.89,58.13,33.29,1.87,-0.528104781,3.3234777,1.113561,2.44591,36.89292,1.862033,3.359163,52.775376
3239940.249,4714945.298,-92.003344,38.215224,1342.146032,56.43019,148.61,64.55,37.06,0.93,-0.479606496,5.0574095,3.51436,2.741643,39.291188,0.521977,5.984624,38.745255
3229595.595,4903323.341,-91.394844,39.695639,3065.357566,4888.92951,315.03,112.82,42.33,21.41,-1.798103546,5.937526,3.443863,2.319929,93.957741,6.723559,35.085947,85.035124
3006525.775,4905299.07,-93.63949,40.367038,890.59213,17.38501,99.04,43.88,30.82,0.93,-0.516634247,4.14426,0.849502,0.343824,15.093923,2.419596,2.166467,20.683132
3180532.144,4701783.572,-92.634558,38.282451,5010.879625,905.53857,251.55,93.42,52.06,1.16,-0.422008507,4.8802414,12.731934,1.545052,84.948089,3.273144,19.769757,82.649845
3553238.851,4641462.734,-89.282648,36.736061,1618.418394,1288.945757,180.46,68.95,57.5,85.85,2.077092414,6.4735581,14.683441,1.376654,60.59544,5.240724,4.48717,69.979354
3174370.035,4755543.831,-92.500989,38.717554,708.6103212,865.65287,188.63,62.01,62.4,10.2,-1.093487808,3.4643636,13.050019,2.485923,81.597807,1.04906,15.679299,82.661784
3168935.165,4854930.684,-92.185143,39.503452,1387.215403,27.45644,100.58,43.03,24.72,3.8,-0.864138971,1.5745586,0.571322,1.289909,15.137711,1.382615,8.380577,17.417749
3268287.063,4819611.7,-91.335696,38.937754,2664.03945,95.86879,200.75,82.09,36.84,5.81,-0.642985589,3.6407728,2.635646,1.765133,32.841976,3.122865,20.860575,37.772113
3151258.697,4721704.576,-92.8526,38.520073,5642.94527,475.75399,254.73,120.78,83.8,4.56,0.717816714,2.4828368,7.170073,2.486596,46.272976,2.13188,10.717168,62.478457
3522072.88,4637043.345,-89.589873,36.795903,175.7469244,792.094078,211.34,74.24,65.27,77.97,1.51876417,1.5319661,10.792601,3.635247,108.558314,14.091556,8.003034,92.879941
3061815.709,4476047.569,-94.570495,36.830669,16168.89402,4137.66597,605.87,211.52,153.91,12.67,-3.630134619,43.3913287,16.776207,11.038341,212.669499,80.705705,22.802221,277.83169
2913518.698,4865680.483,-94.744291,40.315847,1676.196902,2731.921903,247.93,82.47,51.39,9.68,-1.7140733,9.6683877,5.616063,2.271598,103.001476,4.379228,25.865634,83.558829
3368430.62,4550674.066,-91.349973,36.585074,2355.490695,54.248059,152.13,70.14,50.28,0.43,-0.188832425,2.6651831,5.661379,0.690153,18.060236,0.942007,1.438402,27.128601
3239793.962,4763924.837,-91.824778,38.593522,1863.923187,92.54981,194.36,69.87,17.89,0.59,-2.458842717,0.3535579,3.733639,5.680486,58.382163,1.773719,42.005445,57.739673
3249808.599,4514228.088,-92.611492,36.632428,1931.114308,24.90014,102.47,54.7,29.78,0.13,-0.036161811,1.7021862,0.650833,0.979737,7.501575,1.479414,1.83876,11.340283
3527456.567,4575734.193,-89.763923,36.318419,4054.308786,1313.098747,317.33,99.57,78.54,158.32,4.172068599,5.1171349,12.425984,9.644928,84.292706,8.33515,21.105924,112.801925
3446550.277,4726475.549,-89.967355,37.695796,2136.439421,1984.14448,252.47,90.08,31.67,2.77,-1.755127812,8.4489927,3.572827,2.206496,152.192245,8.024094,14.456857,77.428043
3110798.058,4730960.004,-93.221929,38.705997,6327.303455,12475.03004,551.78,174.68,160,49.16,0.708712781,76.379664,27.371517,9.111828,246.770408,4.44995,41.861621,120.978161
3282061.413,4708556.331,-91.615703,38.044544,5504.152939,6965.54373,480.82,162.49,82.74,24.26,-0.885115442,45.1456318,18.408796,25.477055,425.460162,6.777722,38.460551,205.611491
3260409.733,4883535.931,-91.166978,39.451003,1194.57282,1264.12042,235.84,89.44,45.28,32.44,-0.688255928,2.5006554,3.309252,1.055433,87.547504,2.393221,8.805023,55.288826
2965543.56,4743232.427,-94.643365,39.202587,5926.221815,27967.62632,949.69,269.82,115.17,135.12,-11.31810367,113.5442825,28.072662,32.748273,949.58161,64.397744,158.495613,308.507778
3153572.713,4594913.564,-93.273994,37.523741,4689.416664,201.1437,204.17,72.9,54.6,3.25,-0.696816157,3.9604836,3.001612,4.600242,78.824888,4.00892,8.98474,78.154602
3235866.222,4661000.62,-92.237473,37.809726,6734.969019,5696.80187,384.11,80.18,91.32,85.56,-3.389890762,47.0862431,3.858974,3.473386,99.999037,7.921881,19.175319,70.443597
3055309.681,4938123.799,-93.015714,40.482768,478.77529,48.576959,100.43,47.11,31.99,0.25,-0.52904742,1.5342259,1.213525,0.219244,10.840737,1.704699,4.760416,24.272032
3240444.251,4895934.529,-91.316079,39.606246,2748.977493,85.88379,148.52,63.39,24.28,3.96,-0.849957422,2.1501361,2.09881,0.351898,36.029922,3.586136,16.658483,40.871709
3143737.451,4848573.238,-92.461181,39.527936,2368.638535,2969.34703,290.38,98.76,57.87,32.71,-0.759662134,7.7893704,5.784556,10.641218,107.964342,2.499502,39.445581,81.448408
3021618.731,4771939.961,-93.972501,39.275927,2470.821639,509.94926,202.65,71.61,41.38,5.18,-1.183210312,2.8281636,4.699076,2.330088,99.456993,6.283109,14.772699,85.10024
3361017.238,4663463.484,-91.017983,37.469871,1306.003592,15.949854,95.17,45.51,23.07,3.9,0.290164483,0.8887703,6.713142,0.386221,8.517211,0.847044,3.979206,17.240262
3431251.163,4571129.557,-90.682513,36.562582,4831.995428,170.582884,199.95,82.05,58.66,2.18,1.138974784,2.7232416,7.085556,1.355556,35.000517,2.329262,4.294267,56.26037
3349696.083,4830639.133,-90.498688,38.777341,8.09742687,216808.6279,3967.17,1198.08,376.62,350.22,-46.84368499,313.1392122,132.400524,172.621224,2515.329883,243.344238,745.2967,1516.124538
3103702.769,4642697.244,-93.602339,38.034124,3919.043964,45.1752,150.12,81.88,37.17,2.2,-0.704370755,3.313203,1.655248,0.801519,23.103107,2.049407,2.304107,30.465177
3426408.231,4731602.177,-90.13974,37.795024,3359.588914,364.72156,197.26,76.97,19.02,7.45,-1.525136152,4.848302,12.242057,3.372177,83.631568,5.916088,34.268811,47.347074
3399578.886,4721902.619,-90.432541,37.801637,7153.107449,8220.88581,520.05,192.71,97.57,40.29,-0.509010117,11.9369083,25.117366,16.329485,206.374693,12.668531,46.783796,194.407614
3361536.633,4828730.525,-90.391285,38.726893,0,645817.4263,10461.81,3495.73,1264.27,5154.18,-51.43869119,1419.595705,367.904585,237.522126,6347.812219,519.08014,1660.725794,3542.998365
3095967.722,4777626.609,-93.202318,39.112553,2001.678289,8047.18764,343.83,125.01,63.15,33.53,-1.498808102,44.1156637,2.073681,2.14761,98.28917,3.083566,11.550064,123.208425
3092677.871,4948505.972,-92.59486,40.453656,981.9228648,14.27316,52.2,23.03,15.85,0.47,-0.184506936,1.1513859,0.179848,0.484363,5.324585,0.304551,1.133537,17.884681
3131217.934,4963178.942,-92.146666,40.452548,1038.382768,267.680952,104,38.33,58.62,0,-0.266988325,0.5310322,4.855801,1.672643,10.109968,1.313398,4.366133,17.911543
3515929.762,4645322.051,-89.616707,36.876462,0,3590.48428,516.4,179.45,110.4,113.79,1.043743197,11.5070579,21.772819,5.233764,282.847477,18.095859,46.914481,243.061701
3337624.974,4624210.782,-91.384136,37.236738,1281.754708,19.995247,102.32,43.61,36.01,0.32,0.440325595,0.3644519,1.168833,0.442959,6.645251,0.365652,1.426138,13.981004
3154077.797,4885871.049,-92.215977,39.78658,927.1331391,39.509578,147.61,61.12,35.75,5.42,-1.33562267,2.826738,1.739054,0.560741,20.460586,1.919798,18.260636,54.602549
3486659.018,4623999.259,-89.969809,36.802405,4053.475025,2048.99139,410.51,157.15,92.03,14.05,0.815337558,3.0328116,13.61512,2.202132,106.660454,7.290176,18.466563,224.225499
3163467.972,4495877.059,-93.509748,36.721263,8326.369104,776.8571,307.15,191.52,53.05,1.32,-1.96701291,12.5492499,6.781329,5.298788,80.988766,12.988957,26.875666,107.768429
3057642.673,4904436.749,-93.120101,40.213048,2483.029307,54.210105,149.86,64.47,32.69,4.33,-1.059131088,17.979301,1.126297,3.194695,16.208706,1.965342,3.242096,33.984188
3209063.166,4491520.999,-93.081303,36.565554,7499.821429,2224.517683,511.67,225.73,158.99,16.74,-2.183986884,46.592633,13.825554,10.751255,207.971009,17.862865,39.241522,236.551203
3270644.242,4637297.766,-91.983554,37.528078,2822.226776,92.03246,191.79,82.31,64.58,8.18,0.67181688,5.2152552,3.935204,0.877645,19.490697,1.936369,2.099041,54.052908
3045365.781,4597180.814,-94.337153,37.832467,10967.4785,1582.475333,303.72,107.86,94.14,2.37,-1.061462247,6.2133199,7.691075,3.71751,116.385685,9.108458,16.269788,82.288927
3291196.182,4797922.316,-91.193764,38.703487,3859.665389,650.88365,248.37,96.36,36.12,9.52,-1.564036309,6.9023787,4.510567,3.824759,87.624414,6.642922,28.343506,60.848024
3341117.761,4732498.998,-90.954902,38.055497,8254.32705,551.81582,241.56,83.3,62.95,11.18,1.875184592,1.4520638,3.161848,2.647891,69.989194,2.837473,9.176779,98.361568
3424227.181,4645450.133,-90.480782,37.148243,7119.814192,103.47816,202.46,92.27,56.68,2.04,0.988647023,2.1694585,4.598464,3.242177,22.433266,3.179006,6.94973,31.053443
3215958.512,4564735.733,-92.767551,37.117782,5138.189822,820.32225,386.44,126.46,111.71,9.08,-0.819113729,7.799608,9.40332,13.846726,118.269435,11.631708,17.231216,178.946866
3257840.695,4576800.653,-92.319848,37.095991,2144.14732,204.37509,204.94,78.16,79.14,1.98,1.469132348,2.5766087,5.244278,1.790529,40.956115,1.852084,3.277434,82.698839
3379779.308,4827121.209,-90.221078,38.659155,0,660261.4406,5446.67,1432.17,1196.47,5510.73,57.78843482,657.8753162,157.317176,68.58851,3385.913168,171.291603,787.942162,1664.213764
1307283.79,5060801.782,-112.714473,45.23518,410.9498763,480.094842,148.15,75.44,27.58,0.18,-1.541927312,5.8416078,1.542398,0.940592,59.816144,74.00791,6.198102,19.011875
1725472.158,5126185.078,-107.391028,45.209581,6916.48626,15.943748,200.35,50.57,124.49,0.29,1.658619918,4.2049829,3.115915,2.202648,49.376976,83.759695,8.49908,29.766481
1559678.334,5456777.594,-108.674553,48.364228,355.495338,2.807701,48.93,21.35,9.03,0.82,-0.520259127,0.7302405,0.516734,1.724234,9.738075,19.625661,2.243286,5.27672
1385177.296,5195686.7,-111.495355,46.332356,2033.717862,326.160751,98.89,48.45,13.76,0.22,-0.60491258,2.4809066,0.916964,1.369729,23.740476,56.780396,6.052504,16.797081
1593327.105,5135937.202,-108.999523,45.510737,3554.877616,226.698036,246.4,125.53,34.52,1.77,-1.599879621,4.4325762,3.759422,4.16047,69.836028,230.122783,58.7644,41.423718
1380481.632,5327406.095,-111.301672,47.499644,4263.722275,23257.386,644.1,248.87,102.99,7.98,-4.16580524,25.7970142,21.043079,2.303484,490.774449,575.5262,53.136324,165.33685
1817932.336,5283979.11,-105.838581,46.403761,2178.285979,9516.155593,300.1,113.19,36.18,3.32,-2.193133758,5.7596881,22.0668,13.211425,180.957825,243.403275,27.002296,98.104644
1266920.779,5148566.262,-113.083172,46.058436,9718.986717,248.813225,142.8,68.36,22.46,2.17,-0.349463051,4.3825058,14.18574,7.539583,57.898994,91.659722,26.062718,40.954979
1541287.95,5327308.702,-109.223995,47.26399,1097.111675,720.599107,96.57,46.84,18.05,0.27,-0.731288067,2.2542695,0.350875,1.418733,40.189462,54.595118,4.095911,16.424653
1145130.168,5374632.772,-114.314957,48.195702,26701.02777,14502.3007,952.88,366.58,165.15,8.03,-8.359206808,45.1611544,49.810532,21.388236,497.704852,328.065698,128.607252,208.745757
1424341.674,5110503.815,-111.160365,45.530311,10925.20804,38833.12755,1066.6,301.89,173.39,8.09,-13.51525674,77.8154266,47.063789,35.812697,962.595423,178.295491,244.249293,215.89068
1242042.385,5442242.866,-112.910501,48.689388,1129.039673,527.330438,152.02,36.67,106.57,0.96,1.702757282,4.1705239,0.834802,4.026109,26.742522,68.514919,12.588392,12.285218
1483027.231,5462438.729,-109.667387,48.537044,5705.16937,2668.40705,244.05,79.89,24.37,1.22,-0.835159618,6.7626007,11.858628,2.760093,145.401486,64.033261,16.437913,55.473609
1338101.098,5182641.014,-112.118815,46.276648,3206.541834,84.184571,148.13,62.32,18.56,1.17,-1.588373501,3.1622168,2.757078,8.960139,76.897287,51.238488,25.7481,32.371741
1168052.638,5298092.406,-114.12792,47.49178,10314.18129,200.787906,399.38,182.77,105.94,1.88,-0.762940007,15.9181009,7.881578,3.269753,105.293086,116.386251,41.901157,73.408867
1317551.583,5240573.37,-112.279299,46.813917,9758.957372,8667.493912,654.57,233.96,75.53,4.16,-6.618605404,14.7139586,11.208043,45.900706,487.413341,305.288356,115.355618,117.610432
1061500.468,5403714.707,-115.39106,48.53439,2174.729035,16.145487,148.12,88.18,36.44,0.2,-0.761375347,9.3567068,4.468082,0.361873,31.065001,21.634316,9.499027,26.937413
1347094.409,5109731.315,-112.132422,45.621256,2122.146112,10.012686,145.29,86.23,27.99,0.61,-2.198381506,10.9441062,1.857804,1.390741,34.083097,22.01951,24.001285,10.599607
1126137.646,5235326.435,-114.766038,46.974456,316.2568954,7.008173,96.99,56.23,15.1,1.58,-0.20838841,3.2815511,1.232789,5.716806,21.60704,44.720676,12.374048,11.79085
1153087.898,5252844.656,-114.390402,47.104401,8924.431332,44517.13965,990.03,301.49,141.64,12.45,-5.859638656,56.876387,43.572298,47.757879,750.364764,240.908178,155.16754,276.158792
1619821.875,5253861.981,-108.39726,46.496787,4473.632416,207.862254,100.46,51.61,13.65,0,-0.526416359,3.9140317,3.845861,1.113826,15.998975,45.636046,9.399736,36.956694
1485474.575,5074194.156,-110.467402,45.12824,1240.487747,2036.01176,151.2,64.58,32.22,1.35,-1.319077035,5.4555329,10.932135,2.11637,63.233363,24.935652,27.490465,22.992959
1273310.19,5400532.497,-112.569407,48.282634,98.36151822,5.10572,49.88,20.04,5.11,0.21,-0.319066218,0.7694349,0.712144,0.24145,23.569074,22.25885,5.032224,28.615789
1287665.178,5188654.902,-112.752629,46.390054,638.9825254,16.749135,79.76,41.27,20.38,1.15,-1.00431325,1.4168953,0.972878,1.519561,29.17242,11.498644,15.86588,13.510459
1169837.525,5151530.376,-114.318722,46.186541,6371.31145,290.785125,459.85,226.05,100.5,1.1,-2.524847108,16.1460627,20.450009,5.952881,122.733581,103.006691,67.845077,102.489346
1869874.664,5479525.939,-104.607386,47.974614,1775.767929,73.75688,149.23,46.66,27.51,0,-1.812504856,3.8892601,2.212124,1.535067,89.65652,75.220939,38.183446,59.516155
1826249.093,5509343.141,-105.071566,48.320626,3558.718884,17.173736,150.57,35.45,74.09,0.66,1.786660825,4.6380468,1.509212,0.618515,39.210572,53.937515,14.588646,44.118962
