UTM_Easting,UTM_Northing,X,Y,Five_ave_crime,PopulationDensity,PopulationFemale,Population65,NoHealthInsurance,X.Black,Neighbor_Disadvantage,X.Immigrants,Beer,MentalHealthPati,NatureParks,Casinos,DrinkingPlaces,ReligiousPlaces
4224012.927,4278942.032,-84.695331,32.085984,103.2026556,28.01463,76.03,38.35,32.49,109.44,1.213240524,46.6704162,3.001001,0.399937,9.901291,0.638643,1.403984,15.80593
4274380.404,4287067.221,-84.249919,31.992979,4929.540742,3015.81437,368.53,123.86,92.23,339.8,2.940230146,28.5209392,18.617702,5.986569,100.312141,2.904958,9.96421,127.119917
4213728.413,4361674.616,-84.48789,32.701207,3408.463038,49.00194,154.58,70.63,44.56,170.98,0.834808579,2.8704203,3.299791,1.44047,33.675546,1.779653,8.134907,37.137201
4480078.11,4413010.74,-82.121889,32.23241,4008.933472,276.73705,223.64,78.15,72.68,134.74,0.477017265,23.240848,3.220336,2.847932,86.64057,0.649156,7.177542,73.483163
4243837.085,4346730.725,-84.290981,32.504556,2906.015591,74.15708,155.88,62,51.8,97.74,1.544943732,4.8197052,8.075404,1.494513,23.940597,1.356686,3.874506,51.059001
4420841.067,4333869.982,-82.887829,31.8744,0,131.22507,140.9,58.16,32.11,97.88,0.37625412,16.892962,2.894373,0.813816,29.361933,0.294672,1.937251,29.080632
4279158.541,4245488.98,-84.355617,31.686259,3052.244369,183.942358,211.07,77.07,62.27,212.53,2.324994534,8.0914242,11.512652,0.712349,49.722615,2.002141,9.690139,70.167987
4349773.77,4172232.969,-84.028928,30.963908,13075.05755,3781.38833,580.23,197.1,170.09,383.2,3.239512011,31.7371253,26.578607,11.214418,217.880305,5.420479,35.99633,215.205974
4381611.79,4253797.811,-83.48947,31.439084,12120.54152,4128.52836,464.05,139.65,155.38,224.98,-0.049820094,48.0962732,10.999971,25.241096,177.615291,2.281504,55.754277,211.122726
4455461.722,4395359.936,-82.384811,32.189247,1695.986908,1131.21589,316.85,97.29,108.03,142.31,3.115518631,33.0765489,10.656933,3.163316,101.648233,0.800492,18.325693,98.113244
4171728.662,4652363.526,-83.743559,34.872842,4092.721644,248.10437,158.69,104.64,35.61,4.3,-0.782485767,7.5531992,6.840325,2.148009,31.995147,0.250643,8.843591,30.990111
4422085.922,4406616.798,-82.612531,32.370932,802.1952055,45.96472,48.62,20.2,15.31,35.73,0.595038174,0.4039588,0.669555,0.485727,10.21027,0.237978,1.448257,16.540113
4141294.434,4376946.321,-85.040605,33.028956,13586.76649,8074.51146,727.47,207.68,160.71,493.78,4.286103469,57.6819172,40.575696,18.993285,433.009987,10.970323,49.693605,306.620864
4344113.377,4278910.903,-83.70647,31.726576,979.6669554,58.71454,103.71,38.47,28.59,73.14,0.666051856,7.165542,1.185323,1.346681,40.077876,0.359013,5.693525,44.530204
4325323.752,4395608.576,-83.441433,32.596382,3066.321388,46.16312,101.7,44.75,18.88,87.2,1.324763786,2.7002767,3.086434,1.610143,22.549681,0.370779,4.233751,27.915201
4154151.924,4644303.964,-83.924418,34.873824,6780.21318,538.62338,308.85,195.41,75.13,3.83,-1.964111563,15.8908681,5.673644,6.133848,70.526333,1.361672,14.002244,72.145644
4208267.224,4388024.776,-84.438397,32.90361,8012.302326,1471.62966,360.13,126.78,81.34,186.8,0.992000961,10.3946526,4.431885,4.507502,138.432368,2.370897,11.027118,184.121965
4017545.359,4579451.969,-85.347261,34.853083,11452.98185,5974.28466,653.2,242.73,159.56,55.68,0.369021472,17.8321201,13.194916,12.399917,248.572097,8.933057,47.60646,259.783288
4215460.836,4519063.839,-83.892219,33.801118,11649.20226,6574.16714,769.26,224.3,170.75,250.89,-1.717471016,68.2939801,43.769843,28.70116,558.570301,6.018507,67.885365,376.92871
4510928.846,4279443.333,-82.360108,31.224913,17121.7225,7208.93094,462.8,164.77,141.18,319.95,2.996064695,12.9416022,17.447724,13.095962,131.993021,2.603007,19.644644,170.880048
4352467.197,4528696.909,-82.720059,33.430554,1773.948715,44.28888,106.78,43.2,25.9,122.06,1.334885379,2.7971781,0.756749,1.230365,11.939572,0.171622,2.181943,18.859399
4388343.691,4469460.031,-82.652052,32.908862,2416.447193,234.664379,247.54,91.35,54.09,252.56,1.744663242,10.2572491,8.970303,1.41822,51.896903,0.558353,4.59525,60.139989
4518677.275,4354718.931,-82.02779,31.714561,18283.80159,1314.07823,299.94,97.11,89.31,104.69,0.373422988,13.4365524,14.364281,4.473435,111.921362,1.280261,16.872657,167.544359
4242322.296,4272949.996,-84.564352,31.989197,324.138877,24.9636,102.62,40.26,16.37,74.54,0.568602208,8.0951752,3.568785,0.840335,15.442673,0.561249,2.438554,23.113792
4430315.126,4373259.055,-82.668503,32.11618,802.3820486,56.96976,74.55,31.37,40.38,78.84,0.869016752,0.3572405,1.148816,0.633912,17.602593,0.082029,2.092083,14.687514
4177154.361,4623703.751,-83.810681,34.655136,4619.814405,717.43245,252.63,128.85,56.93,5.59,-1.606053287,13.141781,9.238768,6.348296,102.585299,1.805962,21.855469,101.665451
4057901.699,4582596.14,-84.987039,34.747966,23626.76873,14995.77055,854.37,235.8,287.47,63.89,4.326912002,305.9805502,18.678234,7.664556,358.077667,4.357275,41.886176,325.28517
4372545.187,4325065.694,-83.31095,31.96145,0,92.31365,180.86,71.14,68.57,120.26,0.951972217,12.4787987,1.789839,1.000661,38.399763,0.571001,5.449075,53.063435
4342112.567,4560484.541,-82.682509,33.682436,1909.251921,85.36627,204.78,92.33,62.15,151.26,0.052567225,14.8528791,3.124357,2.303119,40.564042,0.312886,15.67722,40.329541
4337019.283,4438786.834,-83.186223,32.859375,1794.983796,79.61452,154.76,58.7,31.27,115.75,0.612686977,5.6125845,5.205759,1.318724,40.612616,0.589628,5.597027,47.924935
4342608.524,4229461.183,-83.891261,31.385674,4745.982875,239.16514,255,97.44,95.98,123.53,1.296609817,8.3456101,10.388561,1.899751,73.519979,1.851658,9.534024,80.991355
1043560.855,4819670.933,-116.295789,43.33301,11813.87985,190130.3732,2949.95,870.58,511.22,80.45,-24.47648313,352.174321,92.762746,164.401448,2231.096012,117.251123,516.877362,821.207054
1013115.75,4985210.453,-116.508274,44.835445,1661.166976,7.152905,96.41,57.02,24.2,0.65,-0.486495535,2.523454,2.62334,0.465598,17.274842,2.914887,12.437348,14.933849
1361905.168,4804407.563,-112.446333,42.903045,1018.024058,44215.42558,1102.07,300.17,215.15,17.27,-0.320518607,80.0622959,14.512133,29.623247,821.194913,98.607681,130.542424,297.467005
1474543.993,4746346.297,-111.192643,42.257015,885.2341972,12.37162,101.46,42.18,11.34,1.76,-0.949041862,5.8601323,0.889731,0.877612,34.900223,3.261332,3.187579,30.934396
991720.2314,5246705.639,-116.508115,47.189538,1492.687337,23.732842,99.35,45.26,21.64,0.12,0.205146148,2.3880179,4.023759,0.680359,32.333039,2.60658,14.874454,17.514467
1336162.269,4841260.308,-112.701386,43.258067,4001.067054,1097.023656,398.18,111.04,91.02,2.17,-0.014356223,37.1027492,3.445378,13.898728,102.714814,51.287733,24.465053,119.885673
1220024.38,4865200.241,-114.082055,43.590593,635.5254192,75.043878,190.51,80.86,48.41,2.89,-2.11120071,59.747879,3.720297,1.945891,112.833211,5.573724,44.34769,26.967756
1002802.818,5357191.249,-116.235812,48.168492,5163.602594,3331.538004,445.17,229.05,96.57,2.11,-2.783806217,22.4306944,9.8474,13.06188,135.207623,15.583393,58.266543,67.681595
1387248.703,4874191.274,-112.030107,43.49119,13601.7465,45703.92377,1051.11,292.11,181.81,10.55,-6.691973956,111.9150705,19.884345,72.141787,492.628931,60.472599,83.247512,356.355748
995869.0107,5433532.525,-116.237854,48.856005,809.206902,24.901508,99.39,42.08,32.44,1.25,-0.625172973,8.4261522,1.427023,0.943359,17.842442,1.811226,9.476125,17.252397
1009231.924,4853339.7,-116.685152,43.658336,8250.444807,65761.18549,1465.35,404.05,430.36,10.25,5.813693769,221.945635,26.970233,65.71377,725.891353,43.85624,124.862534,453.674209
1412274.822,4788747.3,-111.865817,42.706552,401.8991198,10.056661,96.63,33.42,15.96,0,-0.843840914,5.3116026,0.632894,1.570589,55.26135,3.940218,6.707499,45.184675
1257179.929,4751361.858,-113.781889,42.54231,7335.141084,2143.35313,293.28,81.5,84.44,1.47,-1.156005237,64.1106077,6.766212,5.072094,95.729874,12.625599,28.926384,138.443738
1063663.714,5196348.262,-115.628184,46.68261,1516.612031,58.338134,90.31,57.27,23.23,1.16,-0.61695172,3.8217383,0.424407,0.403727,16.496962,5.9048,2.713262,13.828576
1080596.721,4793764.335,-115.869518,43.073931,1512.461664,399.149389,237.12,65.69,62.1,14.37,-0.775371263,47.3731985,3.208465,3.38775,189.824738,9.879013,29.425513,47.272473
1434079.602,4718842.595,-111.717267,42.063286,648.7888638,52.46539,97.3,27.64,21.83,0.53,-0.7446351,5.10691,0.499508,0.576157,29.425685,2.445756,3.390086,29.547701
1417075.466,4968658.655,-111.507059,44.289165,1352.381502,120.943699,146.92,65.77,28.97,0.43,-0.895973763,15.752757,2.414841,4.391668,84.632919,10.519483,12.044723,96.354913
1031040.364,4903693.168,-116.366454,44.093462,866.8783776,846.779451,150.76,63.71,50.35,0.34,-0.062857852,9.29663,5.172431,2.956994,63.549993,5.780532,11.051938,58.169102
1174810.001,4767586.378,-114.754786,42.763027,892.16603,60.06454,97.44,33.34,32.22,0.17,-0.067995889,25.6679332,0.983877,1.922145,34.505725,3.82308,7.755359,22.122872
1003426.333,5107360.156,-116.505649,45.93491,1955.791266,31.939876,137.82,67.27,36.92,0.35,-0.510870764,3.538679,0.815161,1.299425,34.248224,15.185771,9.926439,14.514571
1391248.117,4894963.016,-111.947607,43.670031,1666.844949,715.510098,197.51,49.26,40.38,0,-1.736398895,18.2344785,1.821564,6.196116,61.06504,9.395988,12.97857,56.978309
1226048.941,4762760.759,-114.14192,42.673504,2722.533427,4479.289845,250.61,61.15,97,1.29,0.749953929,85.6798107,2.430389,4.058582,102.756984,9.729228,12.762064,71.277739
986017.335,5294495.034,-116.530589,47.621065,16562.24009,39801.57533,1264.27,486.81,246.48,8.92,-8.350394071,60.1985522,38.234496,52.544822,631.770576,70.068802,264.630902,342.848041
972335.1586,5218727.253,-116.791712,46.953444,2774.242463,1283.63106,341.27,100.3,47.51,6.83,-3.043047374,36.0615325,4.317947,11.235666,193.748006,16.256014,45.471201,56.738319
1008305.827,5145554.523,-116.402329,46.272814,1286.019268,75.245363,101.57,49.55,30.54,0.24,0.330941328,4.6029404,0.318905,1.237804,17.25304,17.233689,11.008635,10.305587
1399819.596,4906589.081,-111.823974,43.762463,1290.895893,15479.00589,295.58,42.23,35.64,1.76,-1.293447056,26.063802,1.938459,13.490649,174.733019,9.489755,11.956545,165.643344
1251174.91,4765144.897,-113.835986,42.670687,3456.554613,927.030632,249.69,80.21,91.39,0.76,0.029238322,70.788954,9.971497,3.309042,92.274386,7.210239,29.81624,84.047758
975070.7194,5126276.697,-116.850441,46.124353,2079.637195,13379.97059,456.19,175.14,89.66,4,-1.590095602,17.5839725,7.261978,17.511153,209.309621,65.806113,82.557387,107.495203
1061495.094,4735645.117,-116.160231,42.568657,2016.520372,168.81702,146.36,54.34,64.59,1.81,0.063343849,28.5042068,2.296753,2.055851,37.695925,4.190726,12.415698,43.893073
998189.9846,4880484.445,-116.796109,43.908784,1783.064202,465.61801,199.4,69.3,50.94,0.29,0.503233982,28.7845257,3.56496,5.58553,76.284141,9.134409,25.382948,65.638055
1344129.849,4767481.301,-112.715336,42.595651,952.2330914,12.80108,99.29,30.96,26.61,0.25,-0.05312957,24.5657153,0.761126,3.661639,70.698675,6.67932,6.134816,41.522127
1019515.868,5284813.617,-116.099342,47.508649,3474.004017,93.626592,150.66,68.74,43.37,0.95,0.843614847,3.4877561,3.396696,2.068958,90.415587,6.108832,24.86903,27.933287
1200517.716,4747013.262,-114.469287,42.556853,4187.279764,18273.87814,709.21,215.27,170.18,8.7,-3.116763542,126.3237834,11.018458,44.865163,350.398149,45.757017,84.655018,223.721281
1096634.651,4979369.252,-115.46694,44.7186,2174.556986,23.130053,145.27,85.61,32.77,0.22,-1.648407551,2.3535176,5.912723,1.330945,41.185087,4.209157,17.90409,17.504334
972744.7197,4936473.248,-117.060986,44.426915,898.0602396,36.211182,153.8,74.33,46.04,0.44,-0.312825305,15.6479662,1.36015,1.156153,57.275036,4.866047,15.067256,49.441486
3219444.214,4931404.017,-91.385655,39.941739,5300.98933,36307.78481,917.56,353.84,95.53,90.67,-3.335547601,23.44723,23.196259,24.5197,501.861594,52.425377,186.372946,336.499053
3551870.064,4674644.375,-89.171197,36.988689,1603.713115,36.03363,105.68,45.99,17.17,30.65,1.030003174,0.5700713,2.568053,0.849334,21.509998,5.410552,4.748987,23.655797
3428160.317,4882006.71,-89.538264,38.9239,1713.051543,1154.49491,197.95,76.47,24.78,22.47,-1.296923119,6.3860354,5.059896,4.502922,66.576479,3.235371,28.021575,76.259756
3324520.142,5280492.506,-88.850468,42.244078,2438.141973,10302.7264,352.33,111,46.43,12.7,-0.207454248,76.5136539,7.838703,6.023168,174.368127,28.409489,60.78087,100.446722
3273688.794,4955714.17,-90.750229,39.961493,258.3748103,8.019825,50.58,20.86,5.79,0,-0.547229404,0.9159034,12.618334,1.021089,11.321955,1.432638,14.910804,20.31973
3339450.654,5170288.576,-89.195936,41.371139,4851.148215,1971.65643,507.66,215.04,46.64,9.69,-2.571665303,35.1021784,15.451377,14.489843,207.695836,9.312476,78.631246,119.210583
3307154.809,4882868.679,-90.709826,39.303999,0,38.12537,99.62,47.25,2.72,0.57,-0.955145091,1.4610677,1.31238,0.492725,14.390777,0.450827,14.977134,21.151444
3242488.232,5207151.748,-90.005863,41.967974,1952.719883,799.01186,298.78,148.68,35.61,8.76,-2.014788644,10.7390722,11.870087,7.381415,97.48241,15.492168,35.215052,87.456043
3304942.178,4971784.065,-90.376582,39.986572,600.205011,5008.53987,250.43,86.54,26.92,25.27,0.084559426,53.6677714,11.848441,1.94974,95.213178,2.230927,28.824748,73.525924
3486664.992,5065630.926,-88.212131,40.10474,11771.62887,231925.7725,2143.69,546.35,184.6,617.16,-3.981995952,551.5623408,56.209031,74.862938,2240.286884,23.945117,245.629696,538.01161
3447143.008,4951302.117,-89.074506,39.383256,0,7815.58291,497.8,197.36,44.17,11.04,-3.38769074,10.0607568,15.272504,9.784313,218.871171,11.33784,70.892742,189.611692
3570865.988,4998897.215,-87.694088,39.334188,1113.009789,484.71482,201.71,76.67,17.4,2.25,-1.097520718,4.3603377,5.736632,1.821663,87.783297,2.286945,9.01791,105.887349
3534713.608,4893124.87,-88.476551,38.67039,1656.409731,422.14974,196.45,81.85,26.3,3.46,-0.205747854,1.8888612,9.731058,3.821143,67.971995,3.818845,12.01877,115.490452
3466652.432,4845574.8,-89.314555,38.530417,1539.941598,723.7101,385.63,135.47,31.69,20.04,-3.673563886,11.7835484,18.778493,3.625756,271.338563,9.748526,116.827389,198.722532
3504416.111,4987444.559,-88.374644,39.467577,2740.715077,13769.3138,618.87,205.54,71.87,43.62,0.209888372,22.7464273,13.672088,18.785218,306.662367,18.397061,123.900612,222.979523
3428487.754,5299647.417,-87.728134,42.027956,25964.11859,17892264.49,67172.65,18461.28,11369.78,36943.38,375.1442124,25048.04485,2732.554503,1504.823049,53247.89193,1147.668491,10840.00866,19119.95021
3583791.893,4958951.997,-87.740775,38.997992,1820.102564,2367.39326,294.55,114.47,37.1,31.62,-0.195496599,9.823097,23.999781,3.654989,118.012103,2.956787,28.717439,99.750361
3539518.611,4974345.244,-88.095093,39.256216,669.0425118,94.03167,147.39,57.61,16.38,0.25,-1.237631712,3.0844405,4.024318,4.117398,43.173754,2.622547,18.873106,36.097713
3346909.112,5249086.044,-88.769716,41.934209,2296.72056,33019.19087,1062.5,271.16,114.81,149.43,-2.618995216,128.5337964,38.39253,30.564488,699.058209,13.56331,163.594474,243.592778
3420789.375,5042350.041,-88.949231,40.148101,1087.957695,3163.95355,250.52,94.79,20.34,2.41,-1.478738104,7.3485519,6.704883,7.62708,136.529875,4.2079,43.759989,94.023949
3501147.574,5034588.601,-88.20621,39.827311,792.803208,1406.83648,253.44,89.51,64.85,3.66,-0.77222309,18.1521396,4.517287,5.750768,155.003922,2.267,38.864759,116.952596
3403505.345,5274602.396,-88.091069,41.930012,16648.87439,842776.5545,10933.85,3269.48,1113.44,993.4,-103.3398143,4088.852746,409.349153,341.427661,10052.24326,169.845567,1444.956737,2682.003283
3556713.136,5021459.322,-87.732004,39.546876,1543.429852,671.1949,253.96,112.45,25.23,1.46,-0.86076458,4.6517101,9.945812,5.044118,123.438638,2.490377,13.612922,88.448491
3586510.957,4876423.664,-88.056486,38.381015,0,39.57677,99.59,41.69,13.66,0.91,-0.866842878,0.468307,5.537349,1.053773,13.947592,5.017599,2.15158,32.063762
3504002.719,4944606.129,-88.557128,39.151075,3411.611649,1659.23852,403.66,137.82,38.3,5.34,-3.885777563,18.9704201,15.384128,14.434504,128.92184,16.009306,63.743903,127.889444
3479360.643,4928113.04,-88.860435,39.107333,2858.491694,1719.76445,336.46,132.19,56.17,21.85,2.360837557,7.3301429,14.348616,2.807764,91.365185,5.119126,31.087196,93.613362
3453074.05,5146481.601,-88.183974,40.814705,3033.447645,1464.24566,248.65,95.9,27.94,4.04,-1.153751939,5.2203068,12.795715,5.343207,163.641534,1.579158,43.614696,98.563486
3528609.629,4797547.752,-88.91655,37.97842,7745.235731,4430.79681,608.75,240.73,75.38,10.22,2.57443537,9.7740509,24.551827,3.313093,214.549779,6.782827,53.081105,275.100894
3303280.358,5065181.815,-90.007137,40.698775,4621.665679,6429.96511,583.16,246.99,77.04,30.19,-1.293305863,12.4930705,7.285739,12.441876,220.722788,8.298182,140.881265,186.025205
3604975.508,4791140.883,-88.226356,37.691987,1671.534502,31.3498,102.59,46.72,6.03,0.96,0.205479668,0.8840692,4.71979,1.018583,25.174778,1.68033,6.021893,30.726285
3322513.71,4894384.822,-90.514049,39.344592,1201.23644,1131.320029,250.15,94.93,29.65,5.89,-1.42681021,2.8099162,3.778482,1.723421,83.474382,2.688554,29.66565,53.34075
3425786.517,5182311.468,-88.290985,41.171726,2777.435071,4894.51301,491.04,138.24,38.56,11.34,-4.417498714,40.7969859,34.868041,20.119528,485.704245,7.488811,107.76038,145.791493
3555825.889,4824967.029,-88.551903,38.097404,1068.850116,309.56349,150.74,64.62,16,1.14,-1.116630045,2.2477136,2.799374,0.650996,80.586523,3.587467,6.138626,73.086904
3223639.018,5012155.246,-91.020438,40.546976,4198.705279,753.54858,348.45,161.53,21.12,4.45,-2.05379469,8.4296086,4.004226,5.327594,80.133511,16.427159,43.750142,92.032407
3615382.967,4772167.102,-88.204443,37.518929,1568.358529,45.8418,100.08,49.55,16.22,5.43,0.357286867,0.7616791,1.007135,0.63052,21.536988,1.475467,5.321663,19.947364
3215922.697,5067196.945,-90.871789,40.991177,0,29.89238,100.3,52.88,8.97,0.11,-0.827511242,2.1737532,4.102934,0.322119,27.092816,18.409517,13.915003,36.801289
3283917.844,5128447.568,-89.931164,41.238755,1416.868904,5529.49626,603.71,251.17,56.15,20.39,-4.393731665,23.4846568,12.633969,8.218472,297.560946,17.749162,69.38401,195.282467
3475465.266,5130668.109,-88.036505,40.622603,5630.35895,1007.06501,459.22,192.24,52.34,7.45,-2.205992596,28.3761502,15.121687,7.732898,192.222101,6.677589,69.727246,165.536206
3488450.857,4747762.976,-89.488993,37.729334,6965.771044,15931.61558,709.42,207.53,98.21,218.06,4.570920818,76.5938958,21.625372,13.187338,195.699137,8.88294,68.077366,270.037849
3548623.027,4935666.598,-88.170096,38.940794,1238.400866,1304.34976,151.85,58.29,20.42,1.54,-0.649372526,3.2099298,2.299121,2.974185,44.724977,4.255984,12.634295,40.029952
3510062.26,4837595.555,-88.933509,38.335128,8279.072068,7360.50897,546.13,196.19,68.64,116.64,2.975732085,20.4116776,30.270568,11.096482,206.200839,15.6655,42.204214,230.272348
3356001.572,4861102.75,-90.31865,38.989315,2925.081123,467.65787,252.09,95.52,23.27,1.55,-2.719824414,4.9362434,9.518171,2.448085,133.780577,5.711744,73.805119,111.427656
3186213.463,5241476.281,-90.427422,42.412152,2441.179591,309.95664,298.83,174.14,29.54,3.26,-2.84394004,13.514224,17.74127,6.851338,113.19965,15.431234,46.324754,61.766746
3569567.956,4736923.433,-88.768486,37.399695,958.3635339,94.48124,163.25,75.76,11.68,0.74,-0.444293037,2.3128563,4.999838,5.178178,64.87657,1.488569,12.712461,75.626479
3378061.287,5278586.489,-88.324859,42.046982,6448.820392,336761.9959,4048.75,1058.39,723.77,494.18,-5.206309539,1487.478059,131.973742,108.347342,3051.582426,95.231989,506.29974,899.532606
3461205.463,5200425.771,-87.863454,41.185147,9655.306183,41577.16032,1478.59,474.03,166.38,567.12,1.752366535,139.7335029,50.072348,32.211633,795.941865,45.303341,202.044592,499.578597
3392720.812,5239089.393,-88.360356,41.704336,1923.009285,23186.8353,504.11,115.08,48.99,65.01,-3.342831543,89.7087919,23.033857,16.123528,496.42671,13.877962,62.950012,122.364115
3262554.534,5082058.287,-90.341886,40.956556,6346.075845,15300.21307,801.9,331.59,79.63,140.18,-0.220024926,51.1760729,21.472746,9.051799,380.155385,16.861275,99.856407,302.161785
3400967.994,5304864.817,-87.975773,42.162056,18591.41068,439198.6084,7605.6,2172.02,1029.51,1093.64,-37.91732449,2756.207683,331.49141,208.547839,7941.522065,173.235652,1121.586259,1685.491519
3382143.605,5154779.661,-88.841841,41.113583,5916.127003,29243.07808,1404.18,516.33,124.1,55.86,-2.584164845,110.0851423,57.298836,20.486094,762.574087,38.578232,225.339707,330.774621
3599344.62,4917224.888,-87.768507,38.640324,204.6570857,1831.83274,241.68,98.12,38.71,26.46,-0.238282031,10.7577092,19.627951,1.991653,110.796897,4.855248,16.429056,93.683998
3330853.248,5208537.768,-89.112126,41.685775,3924.714785,3739.73155,432.57,173.01,33.03,30.62,-3.077992101,21.4094786,29.158702,11.233256,260.921382,8.474838,82.19275,144.041141
3412760.17,5139042.312,-88.610295,40.894535,4342.723701,4037.45504,493,187.74,52.67,34.36,-2.025024058,23.0453046,13.248373,7.334796,231.767848,5.634557,102.640475,167.588182
3370057.743,5032235.046,-89.48705,40.236475,1983.347805,3842.7702,405.86,148.41,35,41.31,-2.517996238,12.1975252,5.885747,14.423894,236.569008,7.362441,48.078889,135.827054
3258058.682,5017373.005,-90.655321,40.479483,1401.035451,8095.356375,505.4,167.86,44.97,50.89,0.050268271,30.3485627,13.596148,6.54905,154.513242,8.809724,60.088035,134.170605
3368487.068,5291237.772,-88.361705,42.173566,6877.905419,99194.6489,2609.25,718.15,278.79,77.15,-23.364422,499.277432,113.068797,84.514297,2563.842242,47.315899,428.790661,531.623384
3401559.927,5078250.763,-88.983639,40.478781,3462.099821,123530.5709,2099.73,558.52,176.28,342.05,-13.11062905,231.3981202,88.217156,37.495112,1239.951987,30.055092,360.325638,879.548106
3433146.597,5009386.587,-88.968358,39.862027,10003.8867,60767.55825,1785.57,630.24,171.88,593.41,11.29416107,64.5401408,69.25122,92.842583,1088.185973,123.791617,258.913066,592.007417
3401834.71,4882789.29,-89.788906,39.011815,5927.180992,4412.16878,656.25,256.81,56.75,10.95,-2.468119315,10.8073134,12.658437,14.170808,269.400975,12.597201,118.534555,228.484451
3398401.514,4852975.085,-89.940141,38.797562,24080.12722,96150.9133,3142.11,1045.47,314.5,655.33,-3.292614716,135.8267614,119.4459,71.60754,2530.488172,118.683062,679.556069,1355.868341
3509023.373,4866194.288,-88.829014,38.551665,6843.219848,8035.06359,606.86,225.35,79.19,43.85,2.579869829,13.2677655,53.650094,9.19862,297.38904,10.070601,87.331642,323.87953
3361092.401,5126871.76,-89.171383,40.974882,1508.961155,675.05952,251.9,114.36,17.47,1.6,-1.640875516,8.7475725,2.473386,3.541554,53.392837,2.578755,37.012541,88.830051
3353720.712,5019407.981,-89.700864,40.192387,4103.520619,1593.95513,304.95,131.99,23.65,3.9,-0.935521335,6.0349464,4.808149,3.939536,124.205426,3.161272,51.341664,98.766946
3587554.618,4710931.069,-88.700932,37.150852,2510.863395,2495.6749,213.16,86.24,22.41,22.98,1.043741336,3.788328,9.12685,1.881957,80.224171,1.769608,11.689013,86.288702
3360367.498,5002667.82,-89.705218,40.045184,1008.274038,240.1626,153.66,59.37,8.56,1.73,-1.214089842,2.1995019,2.563837,3.968729,51.100541,6.251757,34.800145,50.154347
3216955.052,5094185.612,-90.748827,41.193591,0,273.56954,200.37,85.18,12.05,2.54,-1.638767882,4.1957373,3.598624,1.936081,94.170913,10.731429,28.317996,88.373164
3389285.888,4801040.1,-90.230398,38.432703,701.1284028,1922.77768,302.53,104.65,14.97,0.94,-4.043382435,10.8995474,13.370372,30.723724,263.736583,33.016608,122.312644,125.081951
3437051.34,4934850.725,-89.239146,39.292306,3904.995662,2812.10917,394.33,159.56,29.51,18.77,-1.743093559,8.7855928,14.346536,2.761511,152.852326,5.777038,71.377711,136.904203
3330704.909,4949293.887,-90.214327,39.735713,3534.425211,10802.11338,500.67,194.53,36.24,65.58,-1.554104144,18.7120208,32.773443,9.979011,195.456473,8.374557,114.352282,213.451418
3470267.525,4990121.334,-88.690868,39.598347,422.959336,1743.6987,202.29,72.99,52.51,3.51,-1.72347357,3.2683201,8.354402,5.493418,118.267672,6.21604,44.202032,67.892648
3320679.937,5233100.728,-89.103813,41.903418,3382.678339,1797.3695,553.38,201.21,51.46,14.21,-2.67510144,48.0117653,19.246096,18.808977,366.549991,9.15493,82.943573,168.356735
3340842.829,5083081.752,-89.559547,40.712683,23729.27416,121442.9247,2474.62,773.29,296.79,1073.38,18.89818313,216.6721493,53.976553,61.150262,1279.558847,37.987797,394.217833,830.399811
3494958.047,4789675.083,-89.265309,38.023789,1805.860057,1741.84317,282.6,116.61,21.86,34.48,0.556507139,4.6133614,7.589121,3.376871,93.800613,4.415372,32.090471,139.084963
3469326.434,5031201.34,-88.526641,39.906709,2053.460508,321.78152,203.25,75,17.28,2.2,-1.859389295,4.6031366,5.928939,8.628252,127.502836,7.140322,40.531156,71.755411
3284782.903,4914239.538,-90.806001,39.611359,1867.625811,446.65426,252.84,102.45,25.09,5.7,-0.807952916,2.76422,7.202415,1.525809,54.429111,4.044678,49.706683,62.09194
3583871.787,4755154.971,-88.564305,37.491088,0,24.36452,92.25,53.52,8.25,8.28,1.067843571,2.3988679,2.096472,1.044753,24.355879,0.95732,4.362545,26.701029
3539068.223,4700621.224,-89.192622,37.221898,0,55.28892,101.29,43.64,10.73,61.94,1.057434839,1.7476065,4.408486,0.571831,24.816546,1.644484,8.984108,35.263959
3343045.267,5156703.893,-89.219878,41.257591,639.0359624,85.91238,96.45,45.37,5.14,1.4,-1.091381207,5.2402533,4.159881,1.282804,54.621775,3.521941,30.126542,41.396909
3454190.562,4764954.738,-89.748003,37.962952,566.3311061,1155.22555,419.53,173.88,46.74,62.85,-1.8015721,12.4201912,6.171234,12.210464,203.687491,18.9894,117.259333,239.425142
3567283.404,4916802.054,-88.07179,38.741064,2846.103762,4763.70834,256.46,101.23,20.59,4.37,0.533128039,6.7386413,16.024029,2.305342,116.283009,21.028263,8.548525,119.038339
3224992.406,5139932.684,-90.474091,41.515803,8824.830616,105890.6995,1978.79,714.1,218.66,483.08,3.976993348,355.6410151,34.383705,27.218045,1073.585146,99.259115,357.679882,525.234485
3396746.297,4825515.095,-90.063664,38.595191,16589.52599,88904.17278,2844.47,856.75,363.15,1850.28,10.14969766,184.4028838,101.836724,58.565754,1426.144971,132.932361,466.726289,982.050241
3573491.284,4781719.746,-88.557327,37.720764,5172.812509,5282.71562,457.51,179.75,39.21,22.81,1.941376585,9.0228607,17.753781,5.826608,258.688378,3.668916,53.199084,273.939013
